Symbol,Threshold,Max_Streak_Pos,Max_Streak_Neg,Pattern,Pattern_Name,Category,Chance,Prob,Stats,avg_return
NIO,±4.1%,5,7,--+-,4D_Mixed_--+-,Mixed,🔴 DOWN,75%,3/4 (1850),-2.8207364346814314
NIO,±4.1%,5,7,---+,4D_Reversal_Up,Reversal,🟢 UP,100%,3/3 (1850),10.674946684643436
NIO,±4.1%,5,7,----,4_Days_Down,Trend,🔴 DOWN,83%,5/6 (1850),-4.056089138739885
NIO,±4.1%,5,7,+++++,Streak_Up_5,Breakout,🔴 DOWN,100%,1/1 (1850),-0.2710027100270906
NIO,±4.1%,5,7,-----,Streak_Down_5,Breakout,🔴 DOWN,75%,3/4 (1850),-1.6955004966610845
NIO,±4.1%,5,7,------,Streak_Down_6,Breakout,🟢 UP,50%,1/2 (1850),2.534965034965037
NIO,±4.1%,5,7,-------,Streak_Down_7,Breakout,🟢 UP,100%,1/1 (1850),20.45454545454546
XPEV,±4.1%,5,4,+,1_Days_Up,Trend,🟢 UP,50%,118/236 (1357),0.4027246247843769
XPEV,±4.1%,5,4,-,1_Days_Down,Trend,🟢 UP,50%,122/242 (1357),0.2191244654691479
XPEV,±4.1%,5,4,++,2_Days_Up,Trend,🔴 DOWN,56%,25/44 (1357),0.4735356708625737
XPEV,±4.1%,5,4,+-,2D_Reversal_Down,Reversal,🔴 DOWN,51%,28/54 (1357),0.4276775674390134
XPEV,±4.1%,5,4,-+,2D_Reversal_Up,Reversal,🟢 UP,60%,29/48 (1357),1.630784408813463
XPEV,±4.1%,5,4,--,2_Days_Down,Trend,🟢 UP,50%,23/46 (1357),-0.026084888578326
XPEV,±4.1%,5,4,+++,3_Days_Up,Trend,🔴 DOWN,57%,4/7 (1357),4.550296420601127
XPEV,±4.1%,5,4,++-,3D_Reversal_Down,Reversal,🟢 UP,61%,8/13 (1357),2.981013291148341
XPEV,±4.1%,5,4,+-+,3D_Mixed_+-+,Mixed,🟢 UP,61%,8/13 (1357),1.8690943639068844
XPEV,±4.1%,5,4,+--,3D_Reversal_Down,Reversal,🔴 DOWN,69%,9/13 (1357),-2.536370389876508
XPEV,±4.1%,5,4,-++,3D_Reversal_Up,Reversal,🔴 DOWN,66%,8/12 (1357),-0.7215204150586352
XPEV,±4.1%,5,4,-+-,3D_Mixed_-+-,Mixed,🔴 DOWN,57%,4/7 (1357),-0.5422867647085597
XPEV,±4.1%,5,4,--+,3D_Reversal_Up,Reversal,🟢 UP,50%,4/8 (1357),2.127532498016989
XPEV,±4.1%,5,4,---,3_Days_Down,Trend,🟢 UP,75%,6/8 (1357),3.630752029928672
XPEV,±4.1%,5,4,++++,4_Days_Up,Trend,🔴 DOWN,66%,2/3 (1357),0.8673105694987656
XPEV,±4.1%,5,4,+++-,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (1357),0.1414427157001352
XPEV,±4.1%,5,4,++-+,4D_Mixed_++-+,Mixed,🟢 UP,66%,4/6 (1357),1.9201249583178812
XPEV,±4.1%,5,4,++--,4D_Reversal_Down,Reversal,🔴 DOWN,100%,2/2 (1357),-2.601706702595763
XPEV,±4.1%,5,4,+-++,4D_Mixed_+-++,Mixed,🟢 UP,50%,2/4 (1357),5.354526219324559
XPEV,±4.1%,5,4,+-+-,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (1357),6.185944363103957
XPEV,±4.1%,5,4,+---,4D_Reversal_Down,Reversal,🟢 UP,100%,3/3 (1357),5.675872009665809
XPEV,±4.1%,5,4,-+++,4D_Reversal_Up,Reversal,🟢 UP,100%,1/1 (1357),30.887185104052573
XPEV,±4.1%,5,4,-++-,4D_Mixed_-++-,Mixed,🟢 UP,50%,2/4 (1357),3.1469942067862173
XPEV,±4.1%,5,4,-+-+,4D_Reversal_Up,Reversal,🟢 UP,66%,2/3 (1357),2.1589351461093087
XPEV,±4.1%,5,4,-+--,4D_Mixed_-+--,Mixed,🔴 DOWN,100%,3/3 (1357),-5.809700818537356
XPEV,±4.1%,5,4,--++,4D_Reversal_Up,Reversal,🔴 DOWN,100%,1/1 (1357),-9.29894660370506
XPEV,±4.1%,5,4,--+-,4D_Mixed_--+-,Mixed,🔴 DOWN,100%,2/2 (1357),-8.453504555395714
XPEV,±4.1%,5,4,---+,4D_Reversal_Up,Reversal,🟢 UP,75%,3/4 (1357),6.501687064579631
XPEV,±4.1%,5,4,----,4_Days_Down,Trend,🟢 UP,100%,1/1 (1357),10.27713625866049
XPEV,±4.1%,5,4,+++++,Streak_Up_5,Breakout,🔴 DOWN,100%,1/1 (1357),-1.811906816220876
LI,±2.6%,5,4,+,1_Days_Up,Trend,🔴 DOWN,51%,152/294 (1377),0.0918720319690397
LI,±2.6%,5,4,-,1_Days_Down,Trend,🟢 UP,50%,149/298 (1377),0.3388509188098482
LI,±2.6%,5,4,++,2_Days_Up,Trend,🔴 DOWN,53%,35/65 (1377),0.1848138799437295
LI,±2.6%,5,4,+-,2D_Reversal_Down,Reversal,🔴 DOWN,53%,36/67 (1377),0.5302090019862297
LI,±2.6%,5,4,-+,2D_Reversal_Up,Reversal,🟢 UP,60%,47/78 (1377),0.4057998849705675
LI,±2.6%,5,4,--,2_Days_Down,Trend,🔴 DOWN,52%,32/61 (1377),0.1093128488229448
LI,±2.6%,5,4,+++,3_Days_Up,Trend,🟢 UP,58%,10/17 (1377),0.6301865646477304
LI,±2.6%,5,4,++-,3D_Reversal_Down,Reversal,🔴 DOWN,55%,10/18 (1377),1.0818268127840858
LI,±2.6%,5,4,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,52%,10/19 (1377),-0.8722830381629465
LI,±2.6%,5,4,+--,3D_Reversal_Down,Reversal,🔴 DOWN,60%,6/10 (1377),-4.494225961767386
LI,±2.6%,5,4,-++,3D_Reversal_Up,Reversal,🔴 DOWN,60%,12/20 (1377),-1.5654857964674351
LI,±2.6%,5,4,-+-,3D_Mixed_-+-,Mixed,🔴 DOWN,55%,11/20 (1377),0.1663345675149974
LI,±2.6%,5,4,--+,3D_Reversal_Up,Reversal,🟢 UP,66%,12/18 (1377),1.5998146971534326
LI,±2.6%,5,4,---,3_Days_Down,Trend,🟢 UP,57%,8/14 (1377),2.4463013526160853
LI,±2.6%,5,4,++++,4_Days_Up,Trend,🔴 DOWN,66%,4/6 (1377),-1.366592693075517
LI,±2.6%,5,4,+++-,4D_Reversal_Down,Reversal,🔴 DOWN,100%,4/4 (1377),-4.155385616547874
LI,±2.6%,5,4,++-+,4D_Mixed_++-+,Mixed,🟢 UP,50%,3/6 (1377),-1.788727253726465
LI,±2.6%,5,4,++--,4D_Reversal_Down,Reversal,🔴 DOWN,66%,2/3 (1377),-5.198576427571719
LI,±2.6%,5,4,+-++,4D_Mixed_+-++,Mixed,🟢 UP,75%,3/4 (1377),0.3395110501063669
LI,±2.6%,5,4,+-+-,4D_Reversal_Down,Reversal,🟢 UP,62%,5/8 (1377),1.792427402737977
LI,±2.6%,5,4,+--+,4D_Mixed_+--+,Mixed,🟢 UP,50%,1/2 (1377),-5.813969253308948
LI,±2.6%,5,4,+---,4D_Reversal_Down,Reversal,🟢 UP,80%,4/5 (1377),5.336408274594442
LI,±2.6%,5,4,-+++,4D_Reversal_Up,Reversal,🟢 UP,75%,3/4 (1377),2.5412081515715226
LI,±2.6%,5,4,-++-,4D_Mixed_-++-,Mixed,🟢 UP,50%,4/8 (1377),2.5726304605579147
LI,±2.6%,5,4,-+-+,4D_Reversal_Up,Reversal,🔴 DOWN,66%,4/6 (1377),-1.3512404240481668
LI,±2.6%,5,4,-+--,4D_Mixed_-+--,Mixed,🟢 UP,50%,1/2 (1377),-9.8072757328223
LI,±2.6%,5,4,--++,4D_Reversal_Up,Reversal,🔴 DOWN,66%,4/6 (1377),-1.3218605549988625
LI,±2.6%,5,4,--+-,4D_Mixed_--+-,Mixed,🔴 DOWN,80%,4/5 (1377),-2.2754897135615404
LI,±2.6%,5,4,---+,4D_Reversal_Up,Reversal,🟢 UP,71%,5/7 (1377),6.75243448763795
LI,±2.6%,5,4,----,4_Days_Down,Trend,🟢 UP,66%,2/3 (1377),3.361675515632586
LI,±2.6%,5,4,+++++,Streak_Up_5,Breakout,🔴 DOWN,100%,1/1 (1377),-4.069624908065695
BILI,±4.9%,3,4,+,1_Days_Up,Trend,🟢 UP,50%,112/221 (1966),0.2285451436045553
BILI,±4.9%,3,4,-,1_Days_Down,Trend,🟢 UP,55%,115/208 (1966),0.4547782536108537
BILI,±4.9%,3,4,++,2_Days_Up,Trend,🔴 DOWN,55%,20/36 (1966),-1.0787275059933563
BILI,±4.9%,3,4,+-,2D_Reversal_Down,Reversal,🟢 UP,55%,19/34 (1966),1.310843778019617
BILI,±4.9%,3,4,-+,2D_Reversal_Up,Reversal,🟢 UP,53%,16/30 (1966),1.817323969277297
BILI,±4.9%,3,4,--,2_Days_Down,Trend,🟢 UP,54%,17/31 (1966),0.2398315692603025
BILI,±4.9%,3,4,+++,3_Days_Up,Trend,🔴 DOWN,100%,5/5 (1966),-6.8954386077728085
BILI,±4.9%,3,4,++-,3D_Reversal_Down,Reversal,🟢 UP,62%,5/8 (1966),2.3983350694967003
BILI,±4.9%,3,4,+-+,3D_Mixed_+-+,Mixed,🟢 UP,50%,3/6 (1966),-0.0691917417133776
BILI,±4.9%,3,4,+--,3D_Reversal_Down,Reversal,🔴 DOWN,60%,3/5 (1966),-2.021163011483993
BILI,±4.9%,3,4,-++,3D_Reversal_Up,Reversal,🔴 DOWN,57%,4/7 (1966),-3.865026436901553
BILI,±4.9%,3,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,60%,3/5 (1966),4.004018036423216
BILI,±4.9%,3,4,--+,3D_Reversal_Up,Reversal,🔴 DOWN,57%,4/7 (1966),6.755472312370421
BILI,±4.9%,3,4,---,3_Days_Down,Trend,🟢 UP,66%,4/6 (1966),4.547986084371375
BILI,±4.9%,3,4,+++-,4D_Reversal_Down,Reversal,🟢 UP,66%,2/3 (1966),1.8377052605945243
BILI,±4.9%,3,4,++-+,4D_Mixed_++-+,Mixed,🔴 DOWN,100%,1/1 (1966),-9.582577132486392
BILI,±4.9%,3,4,++--,4D_Reversal_Down,Reversal,🔴 DOWN,100%,1/1 (1966),-0.3351955307262511
BILI,±4.9%,3,4,+-++,4D_Mixed_+-++,Mixed,🟢 UP,50%,1/2 (1966),-0.4023601081644068
BILI,±4.9%,3,4,+-+-,4D_Reversal_Down,Reversal,🟢 UP,50%,1/2 (1966),6.808359331765967
BILI,±4.9%,3,4,+---,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (1966),11.202830188679249
BILI,±4.9%,3,4,-++-,4D_Mixed_-++-,Mixed,🔴 DOWN,66%,2/3 (1966),3.0368315324990625
BILI,±4.9%,3,4,-+-+,4D_Reversal_Up,Reversal,🟢 UP,50%,1/2 (1966),0.2486183620197535
BILI,±4.9%,3,4,-+--,4D_Mixed_-+--,Mixed,🟢 UP,100%,1/1 (1966),3.2562125107112427
BILI,±4.9%,3,4,--++,4D_Reversal_Up,Reversal,🔴 DOWN,100%,2/2 (1966),-10.32167632958146
BILI,±4.9%,3,4,--+-,4D_Mixed_--+-,Mixed,🟢 UP,100%,1/1 (1966),5.212510024057737
BILI,±4.9%,3,4,---+,4D_Reversal_Up,Reversal,🔴 DOWN,66%,2/3 (1966),13.373880626828164
BILI,±4.9%,3,4,----,4_Days_Down,Trend,🟢 UP,100%,1/1 (1966),11.88202586727909
TCOM,±5.4%,3,3,+,1_Days_Up,Trend,🔴 DOWN,52%,108/204 (5000),-0.0840767675352495
TCOM,±5.4%,3,3,-,1_Days_Down,Trend,🟢 UP,53%,86/160 (5000),0.6392267182365047
TCOM,±5.4%,3,3,++,2_Days_Up,Trend,🔴 DOWN,69%,9/13 (5000),-1.844343171078556
TCOM,±5.4%,3,3,+-,2D_Reversal_Down,Reversal,🟢 UP,53%,7/13 (5000),-0.8889241497631902
TCOM,±5.4%,3,3,-+,2D_Reversal_Up,Reversal,🟢 UP,50%,11/22 (5000),1.0402853235468972
TCOM,±5.4%,3,3,--,2_Days_Down,Trend,🟢 UP,61%,11/18 (5000),1.7533730621643997
TCOM,±5.4%,3,3,+++,3_Days_Up,Trend,🔴 DOWN,100%,1/1 (5000),-1.440092165898621
TCOM,±5.4%,3,3,++-,3D_Reversal_Down,Reversal,🟢 UP,100%,2/2 (5000),2.174984615384612
TCOM,±5.4%,3,3,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,100%,1/1 (5000),-4.945582586427655
TCOM,±5.4%,3,3,+--,3D_Reversal_Down,Reversal,🟢 UP,50%,2/4 (5000),-1.3180573368056336
TCOM,±5.4%,3,3,-++,3D_Reversal_Up,Reversal,🟢 UP,50%,2/4 (5000),0.7185864171002837
TCOM,±5.4%,3,3,-+-,3D_Mixed_-+-,Mixed,🔴 DOWN,66%,2/3 (5000),-4.226365552009992
TCOM,±5.4%,3,3,--+,3D_Reversal_Up,Reversal,🟢 UP,66%,4/6 (5000),5.401506048652703
TCOM,±5.4%,3,3,---,3_Days_Down,Trend,🟢 UP,100%,3/3 (5000),11.277791318906257
IQ,±3.7%,3,4,+,1_Days_Up,Trend,🔴 DOWN,53%,145/271 (1965),-0.1134379845139382
IQ,±3.7%,3,4,-,1_Days_Down,Trend,🟢 UP,52%,151/285 (1965),0.349545940856501
IQ,±3.7%,3,4,++,2_Days_Up,Trend,🟢 UP,58%,24/41 (1965),0.1377668144063553
IQ,±3.7%,3,4,+-,2D_Reversal_Down,Reversal,🟢 UP,64%,29/45 (1965),1.8093963870474692
IQ,±3.7%,3,4,-+,2D_Reversal_Up,Reversal,🔴 DOWN,62%,37/59 (1965),-0.4158981041020865
IQ,±3.7%,3,4,--,2_Days_Down,Trend,🟢 UP,58%,34/58 (1965),0.7269474232462262
IQ,±3.7%,3,4,+++,3_Days_Up,Trend,🟢 UP,75%,3/4 (1965),-1.584326323008475
IQ,±3.7%,3,4,++-,3D_Reversal_Down,Reversal,🔴 DOWN,66%,4/6 (1965),-1.882658093405128
IQ,±3.7%,3,4,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,64%,9/14 (1965),-0.1592746291173301
IQ,±3.7%,3,4,+--,3D_Reversal_Down,Reversal,🟢 UP,60%,6/10 (1965),-1.1003617339086924
IQ,±3.7%,3,4,-++,3D_Reversal_Up,Reversal,🟢 UP,53%,7/13 (1965),-0.4508894591582794
IQ,±3.7%,3,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,75%,9/12 (1965),0.9325777200304892
IQ,±3.7%,3,4,--+,3D_Reversal_Up,Reversal,🔴 DOWN,82%,14/17 (1965),-2.448479990959415
IQ,±3.7%,3,4,---,3_Days_Down,Trend,🟢 UP,66%,8/12 (1965),4.153936643944997
IQ,±3.7%,3,4,+++-,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (1965),2.5684931506849478
IQ,±3.7%,3,4,++-+,4D_Mixed_++-+,Mixed,🔴 DOWN,100%,1/1 (1965),-3.2258064516129115
IQ,±3.7%,3,4,++--,4D_Reversal_Down,Reversal,🔴 DOWN,66%,2/3 (1965),-0.4719616906352364
IQ,±3.7%,3,4,+-++,4D_Mixed_+-++,Mixed,🟢 UP,66%,2/3 (1965),-2.018994249870849
IQ,±3.7%,3,4,+-+-,4D_Reversal_Down,Reversal,🟢 UP,100%,3/3 (1965),5.8140691490872864
IQ,±3.7%,3,4,+--+,4D_Mixed_+--+,Mixed,🔴 DOWN,100%,1/1 (1965),-1.8099547511312264
IQ,±3.7%,3,4,+---,4D_Reversal_Down,Reversal,🟢 UP,100%,2/2 (1965),7.587348782604264
IQ,±3.7%,3,4,-+++,4D_Reversal_Up,Reversal,🟢 UP,0%,0/0 (1965),0.0
IQ,±3.7%,3,4,-++-,4D_Mixed_-++-,Mixed,🔴 DOWN,100%,2/2 (1965),-3.404318710629367
IQ,±3.7%,3,4,-+-+,4D_Reversal_Up,Reversal,🟢 UP,50%,1/2 (1965),-0.7772757546847198
IQ,±3.7%,3,4,-+--,4D_Mixed_-+--,Mixed,🟢 UP,100%,3/3 (1965),1.627340579906389
IQ,±3.7%,3,4,--++,4D_Reversal_Up,Reversal,🔴 DOWN,100%,2/2 (1965),-2.6413887619917755
IQ,±3.7%,3,4,--+-,4D_Mixed_--+-,Mixed,🟢 UP,50%,3/6 (1965),-3.1360858376474066
IQ,±3.7%,3,4,---+,4D_Reversal_Up,Reversal,🔴 DOWN,100%,7/7 (1965),-6.01550899308697
IQ,±3.7%,3,4,----,4_Days_Down,Trend,🟢 UP,100%,2/2 (1965),8.366506723535338
ZTO,±1.6%,6,4,+,1_Days_Up,Trend,🔴 DOWN,52%,232/446 (2321),0.0234302915245208
ZTO,±1.6%,6,4,-,1_Days_Down,Trend,🟢 UP,52%,244/461 (2321),0.1182148166232216
ZTO,±1.6%,6,4,++,2_Days_Up,Trend,🔴 DOWN,52%,49/94 (2321),-0.118406731885251
ZTO,±1.6%,6,4,+-,2D_Reversal_Down,Reversal,🟢 UP,51%,53/103 (2321),0.1106869577777481
ZTO,±1.6%,6,4,-+,2D_Reversal_Up,Reversal,🔴 DOWN,56%,58/103 (2321),0.1391083207863948
ZTO,±1.6%,6,4,--,2_Days_Down,Trend,🟢 UP,52%,53/101 (2321),-0.0776871302629752
ZTO,±1.6%,6,4,+++,3_Days_Up,Trend,🟢 UP,55%,11/20 (2321),-0.0693330894370425
ZTO,±1.6%,6,4,++-,3D_Reversal_Down,Reversal,🟢 UP,56%,13/23 (2321),0.3791993370005102
ZTO,±1.6%,6,4,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,65%,17/26 (2321),-0.650778426004478
ZTO,±1.6%,6,4,+--,3D_Reversal_Down,Reversal,🟢 UP,59%,13/22 (2321),-0.1874980487685572
ZTO,±1.6%,6,4,-++,3D_Reversal_Up,Reversal,🔴 DOWN,55%,10/18 (2321),-0.7862429406802072
ZTO,±1.6%,6,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,51%,14/27 (2321),0.6709165699468522
ZTO,±1.6%,6,4,--+,3D_Reversal_Up,Reversal,🔴 DOWN,54%,12/22 (2321),0.5675642079123729
ZTO,±1.6%,6,4,---,3_Days_Down,Trend,🟢 UP,57%,15/26 (2321),0.786303790589857
ZTO,±1.6%,6,4,++++,4_Days_Up,Trend,🟢 UP,71%,5/7 (2321),0.2422957615005026
ZTO,±1.6%,6,4,+++-,4D_Reversal_Down,Reversal,🟢 UP,50%,2/4 (2321),0.3498258835237522
ZTO,±1.6%,6,4,++-+,4D_Mixed_++-+,Mixed,🔴 DOWN,71%,5/7 (2321),-1.3639613505213797
ZTO,±1.6%,6,4,++--,4D_Reversal_Down,Reversal,🔴 DOWN,66%,2/3 (2321),-0.4242526714899386
ZTO,±1.6%,6,4,+-++,4D_Mixed_+-++,Mixed,🟢 UP,50%,1/2 (2321),-0.6797825514570199
ZTO,±1.6%,6,4,+-+-,4D_Reversal_Down,Reversal,🟢 UP,55%,5/9 (2321),1.2713166217315257
ZTO,±1.6%,6,4,+--+,4D_Mixed_+--+,Mixed,🟢 UP,50%,2/4 (2321),0.6832078098901517
ZTO,±1.6%,6,4,+---,4D_Reversal_Down,Reversal,🟢 UP,100%,4/4 (2321),3.522827038744292
ZTO,±1.6%,6,4,-+++,4D_Reversal_Up,Reversal,🔴 DOWN,100%,1/1 (2321),-1.6793893129770865
ZTO,±1.6%,6,4,-++-,4D_Mixed_-++-,Mixed,🔴 DOWN,60%,3/5 (2321),-0.5259509783927574
ZTO,±1.6%,6,4,-+-+,4D_Reversal_Up,Reversal,🟢 UP,57%,4/7 (2321),0.2708346169858172
ZTO,±1.6%,6,4,-+--,4D_Mixed_-+--,Mixed,🟢 UP,75%,3/4 (2321),0.2860675885479641
ZTO,±1.6%,6,4,--++,4D_Reversal_Up,Reversal,🔴 DOWN,75%,3/4 (2321),-0.243833450592612
ZTO,±1.6%,6,4,--+-,4D_Mixed_--+-,Mixed,🟢 UP,50%,3/6 (2321),0.3931539721328629
ZTO,±1.6%,6,4,---+,4D_Reversal_Up,Reversal,🔴 DOWN,63%,7/11 (2321),1.2157582571750107
ZTO,±1.6%,6,4,----,4_Days_Down,Trend,🟢 UP,60%,3/5 (2321),0.4227996518987332
ZTO,±1.6%,6,4,+++++,Streak_Up_5,Breakout,🟢 UP,100%,3/3 (2321),1.265336292980046
ZTO,±1.6%,6,4,++++++,Streak_Up_6,Breakout,🟢 UP,100%,1/1 (2321),0.5456634118322645
BEKE,±3.0%,4,4,+,1_Days_Up,Trend,🔴 DOWN,52%,130/249 (1367),-0.1983276546883671
BEKE,±3.0%,4,4,-,1_Days_Down,Trend,🟢 UP,51%,133/259 (1367),0.3058121817208484
BEKE,±3.0%,4,4,++,2_Days_Up,Trend,🔴 DOWN,58%,30/51 (1367),-0.9812532913206236
BEKE,±3.0%,4,4,+-,2D_Reversal_Down,Reversal,🟢 UP,56%,32/57 (1367),1.0110637127046858
BEKE,±3.0%,4,4,-+,2D_Reversal_Up,Reversal,🔴 DOWN,60%,35/58 (1367),0.0103315973691026
BEKE,±3.0%,4,4,--,2_Days_Down,Trend,🔴 DOWN,52%,27/51 (1367),-0.0627465579010312
BEKE,±3.0%,4,4,+++,3_Days_Up,Trend,🔴 DOWN,55%,5/9 (1367),-1.0294215883116409
BEKE,±3.0%,4,4,++-,3D_Reversal_Down,Reversal,🟢 UP,53%,8/15 (1367),0.6226614361215055
BEKE,±3.0%,4,4,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,58%,7/12 (1367),-0.3616968379015826
BEKE,±3.0%,4,4,+--,3D_Reversal_Down,Reversal,🟢 UP,57%,8/14 (1367),-1.2002682657637385
BEKE,±3.0%,4,4,-++,3D_Reversal_Up,Reversal,🔴 DOWN,66%,8/12 (1367),-1.4451008017049896
BEKE,±3.0%,4,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,50%,7/14 (1367),1.059847012306955
BEKE,±3.0%,4,4,--+,3D_Reversal_Up,Reversal,🔴 DOWN,75%,9/12 (1367),-1.318661995114314
BEKE,±3.0%,4,4,---,3_Days_Down,Trend,🔴 DOWN,60%,6/10 (1367),-0.1800982823294812
BEKE,±3.0%,4,4,++++,4_Days_Up,Trend,🔴 DOWN,100%,1/1 (1367),-0.6028131279303461
BEKE,±3.0%,4,4,+++-,4D_Reversal_Down,Reversal,🟢 UP,50%,2/4 (1367),-0.4952683840769634
BEKE,±3.0%,4,4,++-+,4D_Mixed_++-+,Mixed,🟢 UP,100%,2/2 (1367),4.620153570270535
BEKE,±3.0%,4,4,++--,4D_Reversal_Down,Reversal,🔴 DOWN,60%,3/5 (1367),-1.1508136148280212
BEKE,±3.0%,4,4,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,100%,4/4 (1367),-2.9764114607330776
BEKE,±3.0%,4,4,+-+-,4D_Reversal_Down,Reversal,🔴 DOWN,66%,2/3 (1367),0.3193587105624118
BEKE,±3.0%,4,4,+--+,4D_Mixed_+--+,Mixed,🔴 DOWN,66%,2/3 (1367),-0.1132890686013484
BEKE,±3.0%,4,4,+---,4D_Reversal_Down,Reversal,🟢 UP,50%,2/4 (1367),0.3562598387448962
BEKE,±3.0%,4,4,-+++,4D_Reversal_Up,Reversal,🔴 DOWN,66%,2/3 (1367),-1.837978728585288
BEKE,±3.0%,4,4,-++-,4D_Mixed_-++-,Mixed,🟢 UP,60%,3/5 (1367),4.627443327122268
BEKE,±3.0%,4,4,-+-+,4D_Reversal_Up,Reversal,🟢 UP,50%,2/4 (1367),0.4758397382152751
BEKE,±3.0%,4,4,-+--,4D_Mixed_-+--,Mixed,🟢 UP,100%,2/2 (1367),2.921106773580917
BEKE,±3.0%,4,4,--+-,4D_Mixed_--+-,Mixed,🟢 UP,50%,1/2 (1367),-3.2731224104070145
BEKE,±3.0%,4,4,---+,4D_Reversal_Up,Reversal,🔴 DOWN,100%,3/3 (1367),-1.7579503813209052
BEKE,±3.0%,4,4,----,4_Days_Down,Trend,🔴 DOWN,100%,2/2 (1367),-1.1301026282030224
TCEHY,±2.6%,3,4,+,1_Days_Up,Trend,🔴 DOWN,55%,271/492 (4239),-0.2780136825002547
TCEHY,±2.6%,3,4,-,1_Days_Down,Trend,🟢 UP,55%,222/402 (4239),0.3918815656544447
TCEHY,±2.6%,3,4,++,2_Days_Up,Trend,🔴 DOWN,52%,32/61 (4239),-0.3392659551612219
TCEHY,±2.6%,3,4,+-,2D_Reversal_Down,Reversal,🟢 UP,58%,43/74 (4239),0.3889544479979292
TCEHY,±2.6%,3,4,-+,2D_Reversal_Up,Reversal,🔴 DOWN,61%,50/81 (4239),-0.7569034860387356
TCEHY,±2.6%,3,4,--,2_Days_Down,Trend,🟢 UP,60%,39/64 (4239),1.5140136085691698
TCEHY,±2.6%,3,4,+++,3_Days_Up,Trend,🔴 DOWN,80%,4/5 (4239),-1.0535392144949065
TCEHY,±2.6%,3,4,++-,3D_Reversal_Down,Reversal,🟢 UP,87%,7/8 (4239),0.4120547828654508
TCEHY,±2.6%,3,4,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,84%,11/13 (4239),-1.9355270104698432
TCEHY,±2.6%,3,4,+--,3D_Reversal_Down,Reversal,🔴 DOWN,53%,7/13 (4239),-0.1450144844632956
TCEHY,±2.6%,3,4,-++,3D_Reversal_Up,Reversal,🟢 UP,70%,7/10 (4239),0.7250390276242645
TCEHY,±2.6%,3,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,62%,10/16 (4239),1.9521883481364828
TCEHY,±2.6%,3,4,--+,3D_Reversal_Up,Reversal,🔴 DOWN,58%,14/24 (4239),-0.8581952752021588
TCEHY,±2.6%,3,4,---,3_Days_Down,Trend,🟢 UP,80%,8/10 (4239),6.655963148704562
TCEHY,±2.6%,3,4,+++-,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (4239),1.2332838038632945
TCEHY,±2.6%,3,4,++--,4D_Reversal_Down,Reversal,🔴 DOWN,100%,1/1 (4239),-1.5403573629081957
TCEHY,±2.6%,3,4,+-+-,4D_Reversal_Down,Reversal,🟢 UP,50%,2/4 (4239),1.87448424417897
TCEHY,±2.6%,3,4,+--+,4D_Mixed_+--+,Mixed,🔴 DOWN,100%,3/3 (4239),-4.931819941533985
TCEHY,±2.6%,3,4,+---,4D_Reversal_Down,Reversal,🟢 UP,50%,1/2 (4239),0.3870646858808169
TCEHY,±2.6%,3,4,-+++,4D_Reversal_Up,Reversal,🔴 DOWN,100%,2/2 (4239),-2.818230135530164
TCEHY,±2.6%,3,4,-+-+,4D_Reversal_Up,Reversal,🔴 DOWN,71%,5/7 (4239),-2.334275536703068
TCEHY,±2.6%,3,4,-+--,4D_Mixed_-+--,Mixed,🟢 UP,66%,2/3 (4239),1.7760427116564188
TCEHY,±2.6%,3,4,--++,4D_Reversal_Up,Reversal,🟢 UP,100%,5/5 (4239),1.6863633603887918
TCEHY,±2.6%,3,4,--+-,4D_Mixed_--+-,Mixed,🟢 UP,60%,3/5 (4239),1.0843057237388232
TCEHY,±2.6%,3,4,---+,4D_Reversal_Up,Reversal,🟢 UP,62%,5/8 (4239),0.6121393368467773
TCEHY,±2.6%,3,4,----,4_Days_Down,Trend,🟢 UP,100%,1/1 (4239),33.434804667681384
YUMC,±2.0%,4,3,+,1_Days_Up,Trend,🔴 DOWN,51%,165/319 (2329),0.0113202823290051
YUMC,±2.0%,4,3,-,1_Days_Down,Trend,🟢 UP,50%,137/270 (2329),0.0894865630119421
YUMC,±2.0%,4,3,++,2_Days_Up,Trend,🔴 DOWN,56%,32/57 (2329),-0.1948797366560243
YUMC,±2.0%,4,3,+-,2D_Reversal_Down,Reversal,🟢 UP,51%,25/49 (2329),-0.1105671017103967
