Market,Symbol,Bucket,Trades,WinRate,AvgReturn
THAI,SET,Normal,822,46.95863746958637,0.07907508560668809
THAI,SET,High Vol,771,43.320363164721144,-0.015354120138534327
THAI,SET,Spike,262,48.091603053435115,0.16313352711498658
THAI,SET,Low Vol,1011,38.57566765578635,-0.022825803272928772
THAI,SET,Normal,505,36.83168316831683,-0.0980543148543185
THAI,SET,High Vol,494,38.05668016194332,0.0036662041943299082
THAI,SET,Spike,444,41.21621621621622,0.07571952890990123
THAI,SET,Low Vol,184,34.78260869565217,-0.11862538345896775
THAI,SET,Normal,135,48.888888888888886,0.20485685687115232
THAI,SET,High Vol,152,38.81578947368421,-0.1702762760569735
THAI,SET,Spike,94,37.234042553191486,-0.4152219391187558
THAI,SET,Low Vol,398,42.96482412060301,0.09195238433446568
THAI,SET,Normal,212,40.09433962264151,-0.03184657650413173
THAI,SET,High Vol,214,46.728971962616825,0.11780703340128858
THAI,SET,Spike,139,39.568345323741006,-0.06333954902586238
THAI,SET,Low Vol,124,35.483870967741936,-0.1722043353342367
THAI,SET,Normal,90,45.55555555555556,0.32594746712841277
THAI,SET,High Vol,99,46.464646464646464,0.10759247309595726
THAI,SET,Spike,48,39.58333333333333,0.3048564017585552
THAI,SET,Low Vol,814,40.04914004914005,0.0769372329105744
THAI,SET,Normal,593,39.46037099494098,0.014642142790278211
THAI,SET,High Vol,608,38.32236842105263,0.07317707617678218
THAI,SET,Spike,364,40.10989010989011,-0.05929830984497394
THAI,SET,Low Vol,787,44.09148665819568,0.038463771884422036
THAI,SET,Normal,566,42.75618374558304,0.05276928938633848
THAI,SET,High Vol,596,43.12080536912752,0.055946489622182766
THAI,SET,Spike,300,37.666666666666664,-0.06932802640080385
THAI,SET,Low Vol,674,37.68545994065282,-0.052806141488627
THAI,SET,Normal,435,42.06896551724138,0.1246030666618329
THAI,SET,High Vol,380,36.578947368421055,-0.28808094865795847
THAI,SET,Spike,248,35.88709677419355,-0.07922577171324455
THAI,SET,Low Vol,619,42.972536348949916,0.0925623406446837
THAI,SET,Normal,408,40.19607843137255,0.04243941054579873
THAI,SET,High Vol,395,40.25316455696203,0.009148052969848915
THAI,SET,Spike,253,41.50197628458498,0.31047154377491853
THAI,SET,Low Vol,326,45.0920245398773,0.014884413178965553
THAI,SET,Normal,234,43.58974358974359,0.06581729847193515
THAI,SET,High Vol,226,40.707964601769916,-0.153017774052555
THAI,SET,Spike,137,40.87591240875913,0.2265857390910515
